id,label
236,0.540213
237,0.144133
238,0.354545
239,0.147657
240,0.80631
241,0.682835
242,0.673027
243,0.142784
244,0.420294
245,0.76634
246,0.176919
247,0.837237
248,0.143839
249,0.183263
250,0.778358
251,0.853758
252,0.159829
253,0.65075
254,0.159406
255,0.244623
256,0.16176
257,0.750264
258,0.849158
259,0.154507
260,0.152352
261,0.14703
262,0.579786
263,0.153384
264,0.150156
265,0.621393
266,0.154077
267,0.153746
268,0.159906
269,0.823741
270,0.452547
271,0.65939
272,0.152995
273,0.80512
274,0.15243
275,0.148917
276,0.515951
277,0.695483
278,0.185669
279,0.153034
280,0.865864
281,0.585282
282,0.832648
283,0.147258
284,0.488286
285,0.165783
286,0.615156
287,0.15581
288,0.147093
289,0.687184
290,0.152383
291,0.148578
292,0.823607
293,0.854382
294,0.151656
295,0.240922
296,0.808143
297,0.745725
298,0.535819
299,0.584399
300,0.151768
301,0.148798
302,0.167142
303,0.163304
304,0.147755
305,0.14857
306,0.504544
307,0.442193
308,0.148073
309,0.146485
310,0.215886
311,0.144385
312,0.202434
313,0.150294
314,0.472802
315,0.804275
316,0.214567
317,0.850319
318,0.164473
319,0.814012
320,0.153159
321,0.170235
322,0.663279
323,0.16879
324,0.162386
325,0.474487
326,0.245072
327,0.808452
328,0.789154
329,0.166855
330,0.200423
331,0.162178
332,0.432349
333,0.232477
334,0.154874
335,0.159438
336,0.142678
337,0.585478
338,0.14814
339,0.158974
340,0.141645
341,0.158138
342,0.146839
343,0.150941
344,0.256671
345,0.157687
346,0.567063
347,0.202845
348,0.738304
349,0.236144
350,0.23422
351,0.161385
352,0.826849
353,0.245613
354,0.476062
355,0.856381
356,0.724728
357,0.169804
358,0.744355
359,0.191017
360,0.17169
361,0.333528
362,0.163996
363,0.839585
364,0.16036
365,0.473504
366,0.787164
367,0.862004
368,0.396042
369,0.704023
370,0.470032
371,0.774061
372,0.146833
373,0.453749
374,0.153387
375,0.611786
376,0.158408
377,0.453861
378,0.14491
379,0.738437
380,0.326578
381,0.49945
382,0.151014
383,0.830567
384,0.853788
385,0.739557
386,0.137006
387,0.164039
388,0.185649
389,0.418296
390,0.325274
391,0.165611
392,0.208284
393,0.200145
394,0.850348
395,0.273785
396,0.188876
397,0.837137
398,0.173941
399,0.826385
400,0.687616
401,0.45268
402,0.147391
403,0.511808
404,0.161793
405,0.314704
406,0.450999
407,0.215766
408,0.193382
409,0.179313
410,0.154997
411,0.421167
412,0.415913
413,0.81627
414,0.144836
415,0.854754
416,0.168235
417,0.777137
418,0.862344
419,0.337987
420,0.777191
421,0.445856
422,0.8437
423,0.771777
424,0.703223
425,0.818202
426,0.178465
427,0.163294
428,0.154902
429,0.640301
430,0.383157
431,0.494817
432,0.163653
433,0.471466
434,0.537442
435,0.8519
436,0.152677
437,0.147911
438,0.33182
439,0.824203
440,0.199125
441,0.157655
442,0.15727
443,0.840573
444,0.147837
445,0.209959
446,0.293434
447,0.150941
448,0.150754
449,0.204041
450,0.81645
451,0.146568
452,0.309054
453,0.718908
454,0.153119
455,0.245083
456,0.182085
457,0.467575
458,0.14865
459,0.741076
460,0.375574
461,0.290916
462,0.165407
463,0.169175
464,0.175545
465,0.139438
466,0.849831
467,0.581578
468,0.147903
469,0.745733
470,0.478024
471,0.149599
472,0.799215
473,0.570163
474,0.819028
475,0.493009
476,0.150629
477,0.313282
478,0.146139
479,0.389036
480,0.368206
481,0.448869
482,0.360558
483,0.546121
484,0.15554
485,0.518116
486,0.85962
487,0.141587
488,0.150741
489,0.64914
490,0.248621
491,0.780702
492,0.300389
493,0.155858
494,0.143328
495,0.732683
496,0.79517
497,0.156825
498,0.29963
499,0.757732
500,0.210744
501,0.246265
502,0.144824
503,0.832047
504,0.160861
505,0.160073
506,0.158576
507,0.588011
508,0.275576
509,0.86982
510,0.553119
511,0.832523
512,0.153618
513,0.811738
514,0.147624
515,0.65851
516,0.648473
517,0.857303
518,0.559654
519,0.152445
520,0.146754
521,0.638591
522,0.14398
523,0.307449
524,0.149266
525,0.167746
526,0.147731
527,0.203312
528,0.717567
529,0.145636
530,0.160276
531,0.661693
532,0.394641
533,0.152236
534,0.663789
535,0.170845
536,0.285693
537,0.197763
538,0.158697
539,0.153236
540,0.84417
541,0.178839
542,0.666432
543,0.178929
544,0.158403
545,0.606309
546,0.202619
547,0.771959
548,0.789333
549,0.145679
550,0.12694
551,0.176995
552,0.546327
553,0.186577
554,0.15112
555,0.856083
556,0.143943
557,0.864067
558,0.821443
559,0.737598
560,0.795424
561,0.150238
562,0.152989
563,0.211688
564,0.160891
565,0.524586
566,0.150285
567,0.153274
568,0.818538
569,0.427275
570,0.16108
571,0.23644
572,0.217824
573,0.21699
574,0.754602
575,0.15382
576,0.268768
577,0.150642
578,0.145193
579,0.160636
580,0.15096
581,0.805721
582,0.85954
583,0.166004
584,0.1542
585,0.368048
586,0.167263
587,0.14881
588,0.18081
589,0.194189
590,0.283142
591,0.505203
592,0.140157
593,0.45337
594,0.742519
595,0.768912
596,0.17234
597,0.344074
598,0.222049
599,0.166469
600,0.159137
601,0.730005
602,0.243918
603,0.155855
604,0.200053
605,0.143067
606,0.145027
607,0.375035
608,0.173165
609,0.15818
610,0.771926
611,0.152737
612,0.769694
613,0.14714
614,0.148165
615,0.14501
616,0.650015
617,0.597395
618,0.144868
619,0.349851
620,0.394118
621,0.157057
622,0.161542
623,0.151792
624,0.149842
625,0.148754
626,0.426089
627,0.155186
628,0.163013
629,0.429209
630,0.807467
631,0.444282
632,0.466085
633,0.639748
634,0.164923
635,0.530754
636,0.295034
637,0.830041
638,0.17025
639,0.139862
640,0.150146
641,0.313651
642,0.15828
643,0.861409
644,0.813142
645,0.181058
646,0.163959
647,0.148672
648,0.146489
649,0.321549
650,0.836885
651,0.494347
652,0.840952
653,0.157252
654,0.328679
655,0.681449
656,0.446573
657,0.848436
658,0.813682
659,0.152676
660,0.142792
661,0.864979
662,0.148596
663,0.16009
664,0.18199
665,0.177233
666,0.274954
667,0.753782
668,0.157333
669,0.781731
670,0.590712
671,0.148291
672,0.174294
673,0.1498
674,0.145864
675,0.331554
676,0.672129
677,0.283813
678,0.199048
679,0.509035
680,0.167669
681,0.596022
682,0.151597
683,0.148206
684,0.626852
685,0.843508
686,0.794136
687,0.256339
688,0.823161
689,0.152081
690,0.425758
691,0.822548
692,0.169922
693,0.472325
694,0.230665
695,0.790842
696,0.187015
697,0.186132
698,0.157829
699,0.150096
700,0.706023
701,0.15447
702,0.143746
703,0.152288
704,0.158523
705,0.378319
706,0.376921
707,0.412273
708,0.39071
709,0.679665
710,0.433885
711,0.157366
712,0.730091
713,0.743204
714,0.146732
715,0.789212
716,0.188014
717,0.15178
718,0.868091
719,0.565213
720,0.168762
721,0.166926
722,0.147967
723,0.254937
724,0.656666
725,0.871792
726,0.149644
727,0.755659
728,0.14783
729,0.168381
730,0.775025
731,0.382613
732,0.732427
733,0.187776
734,0.185371
735,0.869579
736,0.79394
737,0.152129
738,0.629167
739,0.326867
740,0.162987
741,0.16385
742,0.532872
743,0.72494
744,0.271163
745,0.711366
746,0.704452
747,0.807579
748,0.17906
749,0.16995
750,0.785338
751,0.146098
752,0.689429
753,0.133285
754,0.143949
755,0.145167
756,0.141949
757,0.787346
758,0.146376
759,0.161566
760,0.72524
761,0.647236
762,0.164392
763,0.526488
764,0.231614
765,0.520458
766,0.714454
767,0.621375
768,0.55302
769,0.366372
770,0.820066
771,0.15235
772,0.165963
773,0.382904
774,0.168524
775,0.156586
776,0.137342
777,0.698719
778,0.194014
779,0.427156
780,0.790506
781,0.534502
782,0.189967
783,0.743101
784,0.705775
785,0.145117
786,0.85107
787,0.152741
788,0.153003
789,0.785338
790,0.78911
791,0.803734
792,0.72966
793,0.422328
794,0.518242
795,0.155997
796,0.409152
797,0.562099
798,0.481373
799,0.157904
800,0.806278
801,0.153725
802,0.13998
803,0.160147
804,0.154105
805,0.370329
806,0.654843
807,0.827926
808,0.365446
809,0.741111
810,0.782355
811,0.155256
812,0.708117
813,0.551849
814,0.819816
815,0.862001
816,0.813679
817,0.155811
818,0.567767
819,0.70192
820,0.215368
821,0.713959
822,0.132452
823,0.65977
824,0.145885
825,0.147055
826,0.339781
827,0.145383
828,0.383154
829,0.829089
830,0.157908
831,0.160192
832,0.795431
833,0.415869
834,0.629473
835,0.78836
836,0.147808
837,0.530074
838,0.14733
839,0.583457
840,0.148436
841,0.139929
842,0.56059
843,0.193885
844,0.35529
845,0.530077
846,0.724848
847,0.143745
848,0.340272
849,0.154591
850,0.181435
851,0.591491
852,0.148957
853,0.597097
854,0.60867
855,0.155139
856,0.151872
857,0.5229
858,0.195531
859,0.149532
860,0.145948
861,0.789443
862,0.752686
863,0.815696
864,0.626515
865,0.36149
866,0.74597
867,0.153375
868,0.164967
869,0.149439
870,0.695724
871,0.682901
872,0.143215
873,0.6181
874,0.784415
875,0.134217
876,0.843598
877,0.154128
878,0.285669
879,0.531968
880,0.14888
881,0.150179
882,0.478406
883,0.539452
884,0.68787
885,0.468801
886,0.163547
887,0.756778
888,0.140614
889,0.151209
890,0.174314
891,0.321879
892,0.636857
893,0.776511
894,0.147559
895,0.149764
896,0.483373
897,0.16499
898,0.16595
899,0.76398
900,0.845683
901,0.640662
902,0.753512
903,0.648252
904,0.846235
905,0.259024
906,0.147854
907,0.641565
908,0.507922
909,0.261831
910,0.15267
911,0.27011
912,0.890414
913,0.848085
914,0.151735
915,0.467799
916,0.545301
917,0.152222
918,0.609048
919,0.151319
920,0.146792
921,0.162298
922,0.518323
923,0.862618
924,0.201403
925,0.14619
926,0.145788
927,0.154025
928,0.161717
929,0.146527
930,0.708392
931,0.164621
932,0.185812
933,0.23455
934,0.254
935,0.818276
936,0.177306
937,0.178217
938,0.149404
939,0.609969
940,0.859534
941,0.144291
942,0.158592
943,0.275209
944,0.203433
945,0.818484
946,0.835967
947,0.149174
948,0.148597
949,0.779481
950,0.850835
951,0.150536
952,0.142033
953,0.598989
954,0.310851
955,0.500902
956,0.853615
957,0.411153
958,0.6778
959,0.201086
960,0.843988
961,0.180111
962,0.176583
963,0.823086
964,0.239494
965,0.139686
966,0.549442
967,0.146904
968,0.557457
969,0.728738
970,0.646234
971,0.718026
972,0.470141
973,0.201575
974,0.864207
975,0.146301
976,0.147114
977,0.188533
978,0.145957
979,0.546133
980,0.848198
981,0.686694
982,0.680839
983,0.710892
984,0.741265
985,0.151876
986,0.144428
987,0.150016
988,0.151176
989,0.527804
990,0.151293
991,0.157215
992,0.520417
993,0.297532
994,0.163504
995,0.317211
996,0.160397
997,0.498956
998,0.857421
999,0.147105
1000,0.776544
1001,0.151567
1002,0.791014
1003,0.851541
1004,0.817274
1005,0.160696
1006,0.859207
1007,0.641285
1008,0.151057
1009,0.856137
1010,0.825604
1011,0.151665
1012,0.703031
1013,0.148212
1014,0.858828
1015,0.155983
1016,0.357023
1017,0.175431
1018,0.499485
1019,0.681349
1020,0.153895
1021,0.151791
1022,0.143281
1023,0.151428
1024,0.15678
1025,0.251443
1026,0.222775
1027,0.150145
1028,0.145904
1029,0.164621
1030,0.155488
1031,0.139856
1032,0.344402
1033,0.352737
1034,0.574115
1035,0.144746
1036,0.690181
1037,0.546032
1038,0.822599
1039,0.149622
1040,0.800646
1041,0.185555
1042,0.316857
1043,0.160476
1044,0.824124
1045,0.220016
1046,0.175617
1047,0.154923
1048,0.510342
1049,0.153769
1050,0.150361
1051,0.17221
1052,0.611002
1053,0.777277
1054,0.804795
1055,0.614116
1056,0.770043
1057,0.584668
1058,0.829746
1059,0.783206
1060,0.192116
1061,0.153676
1062,0.152453
1063,0.150199
1064,0.142689
1065,0.157619
1066,0.866321
1067,0.773471
1068,0.439473
1069,0.144149
1070,0.791938
1071,0.152006
1072,0.442841
1073,0.147189
1074,0.556063
1075,0.457113
1076,0.144375
1077,0.245957
1078,0.156094
1079,0.638277
1080,0.840394
1081,0.287589
1082,0.660437
1083,0.676837
1084,0.157981
1085,0.176286
1086,0.345528
1087,0.74364
1088,0.163773
1089,0.837768
1090,0.189631
1091,0.819489
1092,0.146372
1093,0.574416
1094,0.615724
1095,0.367768
1096,0.574645
1097,0.217717
1098,0.130601
1099,0.146563
1100,0.372157
1101,0.418146
1102,0.212082
1103,0.170954
1104,0.150476
1105,0.720709
1106,0.846941
1107,0.153215
1108,0.865319
1109,0.183766
1110,0.149703
1111,0.152074
1112,0.153393
1113,0.155646
1114,0.819613
1115,0.512225
1116,0.77316
1117,0.145988
1118,0.156611
1119,0.138881
1120,0.150108
1121,0.774488
1122,0.255133
1123,0.151742
1124,0.218287
1125,0.147659
1126,0.149451
1127,0.151912
1128,0.177474
1129,0.18039
1130,0.313774
1131,0.855047
1132,0.189955
1133,0.150137
1134,0.237359
1135,0.14773
1136,0.609296
1137,0.181473
1138,0.173706
1139,0.418393
1140,0.147921
1141,0.156815
1142,0.147824
1143,0.158732
1144,0.848588
1145,0.853686
1146,0.757405
1147,0.860924
1148,0.153337
1149,0.870201
1150,0.138134
1151,0.74558
1152,0.17192
1153,0.154984
1154,0.396335
1155,0.85232
1156,0.146612
1157,0.302297
1158,0.790357
1159,0.158195
1160,0.151307
1161,0.176346
1162,0.137846
1163,0.149538
1164,0.146735
1165,0.193149
1166,0.858824
1167,0.596063
1168,0.1485
1169,0.416306
1170,0.563176
1171,0.172531
1172,0.685952
1173,0.774656
1174,0.852669
1175,0.434791
1176,0.15263
1177,0.142258
1178,0.148756
1179,0.2232
1180,0.853957
1181,0.146459
1182,0.837458
1183,0.850451
1184,0.759081
1185,0.157995
1186,0.852522
1187,0.147719
1188,0.30709
1189,0.582859
1190,0.362408
1191,0.822743
1192,0.138623
1193,0.15483
1194,0.157878
1195,0.740503
1196,0.155992
1197,0.775425
1198,0.147496
1199,0.148499
1200,0.774624
1201,0.842376
1202,0.159212
1203,0.789719
1204,0.147702
1205,0.360046
1206,0.222736
1207,0.758068
1208,0.154973
1209,0.148376
1210,0.669394
1211,0.703386
1212,0.145339
1213,0.146098
1214,0.244439
1215,0.624231
1216,0.786549
1217,0.794586
1218,0.151266
1219,0.739421
1220,0.181075
1221,0.147125
1222,0.34567
1223,0.208305
1224,0.649118
1225,0.141492
1226,0.154501
1227,0.830488
1228,0.145924
1229,0.15394
1230,0.155593
1231,0.230792
1232,0.845276
1233,0.154676
1234,0.168399
1235,0.845782
1236,0.670959
1237,0.813635
1238,0.309642
1239,0.153737
1240,0.167042
1241,0.862334
1242,0.730722
1243,0.159319
1244,0.149275
1245,0.217211
1246,0.145915
1247,0.16428
1248,0.816639
1249,0.148759
1250,0.820174
1251,0.149003
1252,0.162917
1253,0.83329
1254,0.166834
1255,0.150154
1256,0.147667
1257,0.541664
1258,0.160857
1259,0.198824
1260,0.147238
1261,0.846471
1262,0.144253
1263,0.175628
1264,0.175401
1265,0.179803
1266,0.162932
1267,0.506954
1268,0.150193
1269,0.747711
1270,0.159287
1271,0.834621
1272,0.649061
1273,0.280322
1274,0.159691
1275,0.510188
1276,0.676234
1277,0.144878
1278,0.172166
1279,0.727741
1280,0.627887
1281,0.151324
1282,0.154208
1283,0.525143
1284,0.846915
1285,0.153597
1286,0.760826
1287,0.154491
1288,0.161513
1289,0.596538
1290,0.871992
1291,0.156587
1292,0.493173
1293,0.155826
1294,0.829009
1295,0.420868
1296,0.19207
1297,0.175279
1298,0.163278
1299,0.167875
1300,0.152167
1301,0.50194
1302,0.141904
1303,0.218811
1304,0.263656
1305,0.726365
1306,0.647858
1307,0.152185
1308,0.511812
1309,0.148112
1310,0.138539
1311,0.305807
1312,0.321723
1313,0.212069
1314,0.326152
1315,0.694927
1316,0.149871
1317,0.555347
1318,0.773372
1319,0.462038
1320,0.159171
1321,0.14902
1322,0.147821
1323,0.158023
1324,0.153601
1325,0.162543
1326,0.145116
1327,0.391359
1328,0.331903
1329,0.53444
1330,0.152964
1331,0.236564
1332,0.743608
1333,0.590754
1334,0.504946
1335,0.167998
1336,0.157599
1337,0.148671
1338,0.142588
1339,0.142089
1340,0.670938
1341,0.154887
1342,0.831298
1343,0.624367
1344,0.182673
1345,0.153808
1346,0.144331
1347,0.16392
1348,0.15208
1349,0.16341
1350,0.48778
1351,0.217948
1352,0.155312
1353,0.752771
1354,0.192737
1355,0.154357
1356,0.866128
1357,0.146189
1358,0.265639
1359,0.152303
1360,0.495587
1361,0.145464
1362,0.154154
1363,0.194253
1364,0.148604
1365,0.348081
1366,0.811174
1367,0.480056
1368,0.161601
1369,0.262996
1370,0.177614
1371,0.153186
1372,0.790623
1373,0.85013
1374,0.298745
1375,0.155904
1376,0.822595
1377,0.860645
1378,0.451867
1379,0.155306
1380,0.328933
1381,0.755975
1382,0.729759
1383,0.124554
1384,0.753514
1385,0.834295
1386,0.833021
1387,0.810703
1388,0.175063
1389,0.734076
1390,0.172407
1391,0.242359
1392,0.173116
1393,0.570899
1394,0.185497
1395,0.510071
1396,0.176822
1397,0.154456
1398,0.15002
1399,0.774934
1400,0.323339
1401,0.624512
1402,0.871463
1403,0.160511
1404,0.148649
1405,0.485643
1406,0.158623
1407,0.17785
1408,0.153393
1409,0.382414
1410,0.131957
1411,0.495531
1412,0.198318
1413,0.600028
1414,0.58086
1415,0.155228
1416,0.157726
1417,0.152906
1418,0.155544
1419,0.140275
1420,0.778505
1421,0.270271
1422,0.153496
1423,0.140445
1424,0.724484
1425,0.14314
1426,0.159275
1427,0.748747
1428,0.271351
1429,0.558064
1430,0.460865
1431,0.810954
1432,0.832333
1433,0.204792
1434,0.866523
1435,0.784743
1436,0.846196
1437,0.868115
1438,0.28917
1439,0.158124
1440,0.242955
1441,0.206257
1442,0.45479
1443,0.553403
1444,0.795667
1445,0.832817
1446,0.163128
1447,0.177872
1448,0.203657
1449,0.72835
1450,0.151827
1451,0.396975
1452,0.73507
1453,0.178738
1454,0.190874
1455,0.145864
1456,0.166208
1457,0.331922
1458,0.647243
1459,0.144232
1460,0.637773
1461,0.161857
1462,0.233604
1463,0.146764
1464,0.151122
1465,0.158786
1466,0.171373
1467,0.149315
1468,0.798736
1469,0.682043
1470,0.584567
1471,0.808335
1472,0.146853
1473,0.156598
1474,0.14454
1475,0.159365
1476,0.838083
1477,0.833456
1478,0.155851
1479,0.437475
1480,0.177429
1481,0.842627
1482,0.369742
1483,0.794928
1484,0.154008
1485,0.204337
1486,0.58751
1487,0.167665
1488,0.15333
1489,0.173314
1490,0.274093
1491,0.15127
1492,0.151331
1493,0.847426
1494,0.162624
1495,0.700399
1496,0.705348
1497,0.839102
1498,0.862027
1499,0.146064
1500,0.128257
1501,0.740063
1502,0.161376
1503,0.152867
1504,0.495752
1505,0.140546
1506,0.812159
1507,0.149835
1508,0.86796
1509,0.833626
1510,0.168274
1511,0.170961
1512,0.596869
1513,0.253293
1514,0.154347
1515,0.203008
1516,0.842299
1517,0.269305
1518,0.154664
1519,0.628438
1520,0.184654
1521,0.859587
1522,0.149766
1523,0.145151
1524,0.146771
1525,0.497342
1526,0.259062
1527,0.155519
1528,0.162047
1529,0.739383
1530,0.762706
1531,0.596121
1532,0.159657
1533,0.152726
1534,0.148155
1535,0.153485
1536,0.860274
1537,0.70875
1538,0.773544
1539,0.159382
1540,0.150841
1541,0.793169
1542,0.845828
1543,0.203154
1544,0.217178
1545,0.252591
1546,0.458536
1547,0.183348
1548,0.151673
1549,0.825141
1550,0.139837
1551,0.164222
1552,0.150483
1553,0.826047
1554,0.820972
1555,0.154097
1556,0.192232
1557,0.580422
1558,0.150342
1559,0.155714
1560,0.146522
1561,0.186079
1562,0.575663
1563,0.588886
1564,0.836793
1565,0.148902
1566,0.150785
1567,0.157186
1568,0.174827
1569,0.744878
1570,0.145103
1571,0.692694
1572,0.72326
1573,0.832959
1574,0.390257
1575,0.595127
1576,0.87626
1577,0.645477
1578,0.144113
1579,0.161507
1580,0.453482
1581,0.848723
1582,0.1481
1583,0.34427
1584,0.152678
1585,0.180264
1586,0.160348
1587,0.149767
1588,0.149253
1589,0.175133
1590,0.780418
1591,0.846895
1592,0.193681
1593,0.188775
1594,0.267891
1595,0.146463
1596,0.502546
1597,0.225695
1598,0.146603
1599,0.222383
1600,0.400535
1601,0.146833
1602,0.454563
1603,0.15266
1604,0.173337
1605,0.288445
1606,0.149991
1607,0.142578
1608,0.151176
1609,0.674245
1610,0.851722
1611,0.14189
1612,0.704768
1613,0.155488
1614,0.157189
1615,0.148439
1616,0.248513
1617,0.399592
1618,0.236559
1619,0.760094
1620,0.358428
1621,0.428415
1622,0.157441
1623,0.148949
1624,0.141215
1625,0.774253
1626,0.150173
1627,0.221306
1628,0.194052
1629,0.623613
1630,0.830369
1631,0.145453
1632,0.52384
1633,0.733533
1634,0.558984
1635,0.392473
1636,0.170571
1637,0.579951
1638,0.701596
1639,0.438287
1640,0.856614
1641,0.149716
1642,0.868428
1643,0.836441
1644,0.836251
1645,0.796235
1646,0.16056
1647,0.740325
1648,0.142004
1649,0.156666
1650,0.440605
1651,0.139753
1652,0.564982
1653,0.817344
1654,0.824643
1655,0.21597
1656,0.151867
1657,0.154276
1658,0.790444
1659,0.240882
1660,0.32783
1661,0.185252
1662,0.270797
1663,0.148929
1664,0.161849
1665,0.15277
1666,0.161169
1667,0.575835
1668,0.156239
1669,0.853862
1670,0.152635
1671,0.646114
1672,0.819719
1673,0.197341
1674,0.261871
1675,0.162761
1676,0.568809
1677,0.434273
1678,0.617775
1679,0.150109
1680,0.154654
1681,0.151773
1682,0.600778
1683,0.140553
1684,0.763332
1685,0.233058
1686,0.183394
1687,0.441265
1688,0.353234
1689,0.157311
1690,0.688126
1691,0.63958
1692,0.71584
1693,0.86587
1694,0.15954
1695,0.155395
1696,0.654859
1697,0.174722
1698,0.156832
1699,0.417273
1700,0.153284
1701,0.851856
1702,0.802577
1703,0.383079
1704,0.845351
1705,0.64911
1706,0.852122
1707,0.156386
1708,0.136306
1709,0.163571
1710,0.154246
1711,0.731194
1712,0.15487
1713,0.155419
1714,0.501887
1715,0.332857
1716,0.486746
1717,0.201914
1718,0.156559
1719,0.645677
1720,0.431099
1721,0.144593
1722,0.604756
1723,0.15633
1724,0.178044
1725,0.863228
1726,0.77417
1727,0.655575
1728,0.550205
1729,0.148532
1730,0.836845
1731,0.146396
1732,0.600747
1733,0.798745
1734,0.208748
1735,0.148756
1736,0.162046
1737,0.638517
1738,0.178461
1739,0.854619
1740,0.139629
1741,0.197475
1742,0.863473
1743,0.418998
1744,0.84354
1745,0.15087
1746,0.832254
1747,0.140283
1748,0.154716
1749,0.148603
1750,0.172616
1751,0.597125
1752,0.153184
1753,0.169767
1754,0.145761
1755,0.801204
1756,0.147159
1757,0.148828
1758,0.829203
1759,0.625865
1760,0.154588
1761,0.834066
1762,0.811788
1763,0.146349
1764,0.838373
1765,0.152228
1766,0.723749
1767,0.557408
1768,0.657819
1769,0.773863
1770,0.144159
1771,0.184116
1772,0.175999
1773,0.72898
1774,0.15941
1775,0.262842
1776,0.781852
1777,0.15949
1778,0.146285
1779,0.141769
1780,0.151206
1781,0.537904
1782,0.619482
1783,0.145845
1784,0.345335
1785,0.186125
1786,0.499652
1787,0.784366
1788,0.29282
1789,0.834274
1790,0.156966
1791,0.505572
1792,0.156524
1793,0.411949
1794,0.5336
1795,0.160483
1796,0.15644
1797,0.804391
1798,0.147694
1799,0.147975
1800,0.790785
1801,0.792056
1802,0.149529
1803,0.355442
1804,0.148529
1805,0.151221
1806,0.152207
1807,0.685266
1808,0.277959
1809,0.580152
1810,0.176809
1811,0.753857
1812,0.152405
1813,0.802818
1814,0.493311
1815,0.153832
1816,0.716578
1817,0.468086
1818,0.143383
1819,0.253875
1820,0.131089
1821,0.716821
1822,0.150547
1823,0.203366
1824,0.140398
1825,0.222193
1826,0.15869
1827,0.158796
1828,0.425951
1829,0.540683
1830,0.151969
1831,0.664647
1832,0.252473
1833,0.232927
1834,0.165412
1835,0.151411
1836,0.172424
1837,0.338549
1838,0.855808
1839,0.154893
1840,0.823089
1841,0.701525
1842,0.600509
1843,0.154676
1844,0.197547
1845,0.806966
1846,0.840941
1847,0.154997
1848,0.752269
1849,0.61659
1850,0.212463
1851,0.62563
1852,0.149082
1853,0.847724
1854,0.134471
1855,0.407858
1856,0.602116
1857,0.152539
1858,0.183941
1859,0.405703
1860,0.395706
1861,0.145329
1862,0.152004
1863,0.86082
1864,0.1497
1865,0.504381
1866,0.644813
1867,0.225635
1868,0.154697
1869,0.153673
1870,0.159455
1871,0.843813
1872,0.808011
1873,0.253629
1874,0.661253
